year,month,day,tavg,tmin,tmax,rain,sunshine,snow
1989,4,1,12.6,4.0,18.9,,11.0,
1989,4,2,11.6,-1.0,22.9,,11.3,
1989,4,3,11.8,2.6,21.7,,11.1,
1989,4,4,9.7,0.2,19.2,,11.3,
1989,4,5,11.4,1.2,22.1,,9.9,
1989,4,6,12.6,2.9,22.1,,11.1,
1989,4,7,13.3,4.0,23.0,,9.0,
1989,4,8,15.3,8.9,21.2,,11.1,
1989,4,9,12.2,2.0,21.1,,11.2,
1989,4,10,10.1,5.0,14.5,,11.6,
1989,4,11,7.7,-2.0,14.8,,11.4,
1989,4,12,10.9,0.3,22.7,,11.6,
1989,4,13,11.7,-1.0,25.1,,11.6,
1989,4,14,13.0,5.5,21.2,0.0,7.8,
1989,4,15,13.5,10.2,18.8,1.2,2.7,
1989,4,16,9.2,5.0,12.0,10.7,4.9,
1989,4,17,7.0,1.6,17.0,0.5,6.0,
1989,4,18,13.1,4.0,23.2,,9.3,
1989,4,19,15.7,6.9,26.0,,10.6,
1989,4,20,16.8,6.5,27.8,,11.1,
1989,4,21,16.8,5.8,27.8,,11.7,
1989,4,22,15.6,8.3,23.3,0.0,7.9,
1989,4,23,16.2,10.0,24.0,,9.9,
1989,4,24,14.1,6.0,21.3,,8.6,
1989,4,25,13.0,2.1,23.0,,11.6,
1989,4,26,13.9,2.8,22.8,,10.5,
1989,4,27,12.6,6.0,18.0,,8.0,
1989,4,28,10.6,0.0,19.5,,12.1,
1989,4,29,10.4,-0.8,22.0,,11.8,
1989,4,30,12.7,3.0,22.3,,8.6,
