year,month,day,tavg,tmin,tmax,rain,sunshine,snow
2005,4,1,8.1,1.5,15.1,,10.5,
2005,4,2,7.0,1.6,13.6,,7.5,
2005,4,3,9.1,4.6,15.3,0.0,8.9,
2005,4,4,7.6,-0.8,14.3,,11.0,
2005,4,5,11.4,5.1,17.1,,10.8,
2005,4,6,12.6,7.6,15.6,18.0,0.0,
2005,4,7,11.4,8.8,16.3,,5.7,
2005,4,8,11.9,4.5,20.6,,10.0,
2005,4,9,12.3,9.5,15.6,26.5,0.0,
2005,4,10,12.0,8.3,17.7,4.0,8.7,
2005,4,11,11.9,6.9,18.2,,10.3,
2005,4,12,8.5,5.0,14.1,,7.1,
2005,4,13,9.3,3.0,15.8,,11.7,
2005,4,14,8.4,4.5,12.3,,11.1,
2005,4,15,8.4,1.0,14.3,,11.8,
2005,4,16,8.0,1.0,13.1,,11.9,
2005,4,17,12.4,3.4,17.6,,9.3,
2005,4,18,14.1,8.6,18.5,9.5,1.3,
2005,4,19,16.2,12.0,21.1,19.5,3.5,
2005,4,20,9.2,7.4,12.6,5.0,9.8,
2005,4,21,9.3,6.4,12.8,,11.7,
2005,4,22,11.5,6.5,17.2,,11.7,
2005,4,23,12.2,4.0,17.3,,12.2,
2005,4,24,12.0,6.4,17.2,0.0,10.1,
2005,4,25,10.9,5.3,16.2,,12.2,
2005,4,26,11.9,5.0,18.5,,11.1,
2005,4,27,13.1,8.6,17.7,0.0,6.3,
2005,4,28,14.1,10.8,18.0,,7.6,
2005,4,29,15.8,10.1,22.8,,7.9,
2005,4,30,21.4,15.3,28.3,,7.6,
